   		    0	    1	    2	    3	    4	    5	    6	    7	    8	    9	   10	   11	   12	   13	   14	   15	   16	   17	   18	   19	   20	   21	   22	   23	   24	   25	   26	   27	   28	   29	   30	   31	   32	   33	   34	   35	   36	   37	   38	   39	   40	   41	   42	   43	   44	   45	   46	   47	   48	   49	   50	   51	   52	   53	   54	   55	   56	   57	   58	   59	   60	   61	   62	   63	   64	   65	   66	   67	   68	   69	   70	   71	   72	   73	   74	   75	   76	   77	   78	   79	   80	   81	   82	   83	   84	   85	   86	   87	   88	   89	   90	   91	   92	   93	   94	   95	   96	   97	   98	   99	  100	  101	  102	  103	  104	  105	  106	  107	  108	  109	  110	  111	  112	  113	  114	  115	  116	  117	  118	  119	  120	  121	  122	  123	  124	  125	  126	  127	  128	  129	  130	  131	  132	  133	  134	  135	  136	  137	  138	  139	  140	  141	  142	  143	  144	  145	  146	  147	  148	  149	  150	  151	  152	  153	  154	  155	  156	  157	  158	  159	  160	  161	  162	  163	  164	  165	  166	  167	  168	  169	  170	  171	  172	  173	  174	  175	  176	  177	  178	  179	  180	  181	  182	  183	  184	  185	  186	  187	  188	  189	  190	  191	  192	  193	  194	  195	  196	  197	  198	  199	  200	  201	  202	  203	  204	  205	  206	  207	  208	  209	  210	  211	  212	  213	  214	  215	  216	  217	  218	  219	  220	  221	  222	  223	
 10		 3526	34784	 1485	44265	53097	49488	18571	55297	39932	21374	 4450	29145	17681	47878	43902	17823	21848	44790	36431	20614	46675	 9398	32562	38760	44889	23533	 8533	20090	52751	29527	41620	12104	36353	39065	45513	57262	 6921	50026	41579	58505	 1560	 8282	52780	48409	11972	53177	28439	 6754	18891	52320	38550	42329	53233	 9427	13020	30028	17651	13889	40516	55947	 5104	 2441	 7334	14109	58274	32809	 4976	 4770	25534	24603	26603	12801	27360	51631	49061	11252	28690	29725	20624	26964	16705	54299	39510	38028	14080	31361	11896	37649	12386	 4500	21280	31156	13749	33022	51441	28663	 4394	41263	13706	24141	33891	51245	10700	 6173	29540	54743	38377	40154	18473	43731	 6234	14527	52172	46967	51098	40441	42978	56499	33803	17024	56229	45635	 3913	54377	46171	39536	 7325	29332	20836	37682	 3197	57785	21795	58725	36539	34529	15683	21307	24114	46277	27681	 6025	 5271	56201	28145	32122	 2849	38518	 9878	18778	 3620	57162	 8513	13884	47379	10769	53804	26783	29842	36147	24949	17560	 4672	19613	13747	31593	19353	58348	25139	35949	43815	14475	32605	 9380	44729	40141	16594	49746	59373	33167	52491	 9374	 7536	14879	13564	27252	44389	 5495	 1615	41922	28353	44293	  838	59288	50856	10300	38996	 8633	 9151	32382	18736	15898	34809	37032	36040	37764	30765	21299	15240	51758	45643	47229	47529	52295	43134	14724	59533	51006	48963	  181	 6848	36738	44205	28895	
 11		 2081	27598	15358	27489	 5377	 5297	 4072	56526	38931	53938	26754	 2157	33008	 1008	19824	37565	30385	37800	41092	41009	29493	49236	41478	49535	 4850	32859	45414	 8376	17737	36450	51729	12722	58696	53054	52507	33967	26848	17798	58986	41103	45231	17787	10657	49911	11992	16766	32585	19773	 7328	19184	 5044	14293	50470	29170	 3288	34587	20291	29798	41551	50015	19394	17739	57555	44420	30356	39382	48051	34993	25834	49252	25166	10012	49416	44726	27402	28943	58226	28227	29243	34263	 3655	12761	24672	41812	 4287	57134	53078	18077	40509	17585	 5248	46371	45291	18937	56540	55330	43062	24772	17577	25101	29312	38369	 8296	50786	59796	34916	45425	14468	20205	19266	24451	54785	58523	33384	  981	54727	18997	 4180	21621	36547	52338	12523	27836	43794	 2357	46190	 9757	16036	54364	51761	23199	23614	14437	 4405	24728	 7468	48972	 8846	21591	26699	59639	22146	21487	44629	45680	44382	33771	11408	15615	58359	10370	 3758	43442	37176	22838	 6312	 2190	31741	45461	44859	52132	 4608	19492	22210	30975	42799	35518	42593	50663	51779	12637	42942	 8741	 3496	 1194	20641	33854	42570	 8429	17339	36416	  560	52611	47888	41647	57407	20946	42448	21891	17471	53936	57726	 8717	42720	35866	38445	56238	42685	26524	25606	 4408	54933	22473	50977	  209	16498	48255	31683	53982	53045	36034	23007	40306	 4925	19682	17533	32886	40260	12092	 5037	36849	29482	54245	54222	
 12		39740	48219	21664	58983	 2467	56208	18625	29731	55494	 1555	33381	 6631	55999	57017	30017	50134	30668	15313	48133	22414	14659	31441	 9898	19053	58957	38732	21459	37615	48613	17480	45417	54637	25125	46484	35915	 4625	 5660	35488	31896	32630	29947	54243	14337	32080	20715	58729	27477	46566	57874	 8761	31070	 3781	26899	  995	  186	37113	10997	36561	26745	52423	31324	24986	53745	26593	24538	18907	46569	 7682	33536	31232	26034	31657	50843	42402	16882	54086	 5724	54429	27109	59509	36985	19976	31500	47009	19026	58679	48570	 4541	34622	  778	24919	47917	25832	16393	40058	10195	 1401	 7822	 6883	41095	47349	12191	26005	26083	28650	20747	13348	40300	 5519	11500	58810	 6512	35867	14399	 1566	41046	57692	46043	15463	24028	17827	  726	46688	 1852	48118	16265	39837	48605	51530	28343	16321	39937	45640	59015	 5290	53952	46999	41961	40057	54918	51794	 9612	21376	43101	16262	23863	25005	15521	59397	38945	34459	33063	 5032	 3292	 8495	22955	29580	40353	 2159	42542	39508	52210	11797	45735	27494	54814	29280	 4701	48029	27142	17365	40128	 5601	29954	 7314	 1719	43930	45045	43813	52731	52547	34852	13732	51867	47413	55418	38531	22020	18614	30759	 5661	 7915	19758	 4460	17955	41911	59822	 4465	46139	 8814	34747	45223	 4230	44965	26545	46625	20406	49021	18419	15813	17907	14851	34942	50881	55501	58169	50064	33370	14457	51819	51319	30308	57923	56547	
 13		47442	57837	33123	 8398	57403	45557	15379	45743	33254	11697	33116	26725	31829	53689	52027	53713	  667	14670	36158	47702	44078	29030	15029	10182	34418	19541	30943	36369	39417	17255	25258	 9955	31312	41531	13496	31496	39688	48202	10533	39872	31723	39593	 5885	10967	25946	50783	29566	30995	27362	45387	17025	22701	 2042	14382	 3061	11775	52606	 9302	10353	26842	 4859	14408	56744	46830	58709	 5996	 3360	44117	20565	16834	 9371	31619	34783	 7282	36764	51721	38342	30615	13084	  698	21651	 6373	17709	  932	41676	51151	28004	29314	42031	 6975	46068	32791	40133	21399	49994	31225	 7369	57317	30791	39324	46429	24882	14261	27605	57111	 6369	13181	29684	20570	24671	 7213	12031	14403	 3793	58018	54469	30732	13318	38681	13938	58670	44366	58786	52503	14010	55192	19589	59342	37335	21381	13932	37367	48253	38876	28578	 7889	46738	19520	36380	34574	 4619	54889	54394	45076	 6240	 4565	44650	34163	52502	49254	26011	 5403	38844	31893	43461	19534	 1204	28641	10508	44551	39189	53152	15652	39719	18679	28095	58268	21666	 9376	17125	39527	19507	17117	34336	15346	44862	42607	 7261	49572	40758	15306	25289	42190	53817	34745	30429	40396	58869	53020	12766	 4101	45168	23026	42594	29126	 5911	30973	 1553	54504	27951	23044	22097	34675	22316	22850	34836	21007	32550	43233	41650	10455	58793	44670	37289	18532	 4714	52329	 2653	49852	31127	38471	52722	15517	50502	
 14		54000	13034	 6904	42444	19421	49840	33490	23972	25366	20216	56960	46344	16019	32286	14733	 9749	41548	45851	52260	51153	58636	38474	27040	  537	51741	22538	19262	16219	52634	40530	48429	51935	21035	39289	31852	54004	52252	 7923	 4489	 6766	 4657	35205	57666	32317	48032	52523	 4538	30944	46686	52314	  119	52261	18735	  456	55424	19905	14982	40654	35275	 1794	39679	52603	 1540	36464	 4455	14056	56321	36633	53340	47632	26703	40998	 9251	43463	 4305	20388	32201	22458	47663	20966	26342	54919	51634	31556	42392	42819	52651	 9313	43261	44653	43867	38470	14271	32422	38346	16860	 4621	10249	34240	 6289	46095	52449	12719	21540	41604	12439	34365	 7702	35781	27700	42850	 4047	45254	14162	31703	 7817	51415	13394	24834	55225	35140	  392	25689	33095	25610	21157	58769	 3809	17029	15320	46270	38581	16323	18884	27725	27076	57289	18186	49963	14793	 1469	51873	55306	10491	13230	20419	56372	53939	13890	39247	 5611	16527	52207	37459	59183	47120	21385	 5000	12172	11747	42996	57331	 8098	32711	37039	37586	20474	31826	59880	15020	57329	18400	18265	44723	44026	 7856	38528	14526	49908	28792	46599	58676	30677	51251	14463	15904	54101	 3278	46717	48811	33639	41338	39516	37664	17246	40107	 2009	41111	42411	14329	38420	42589	49077	22619	48182	44098	53096	45586	15638	 4985	48173	12798	55869	58607	45353	21390	32705	41015	27520	10636	42730	30649	44657	31542	
 15		 1676	24726	 1436	21465	42472	18753	33423	26657	31674	18879	16913	40378	32427	16295	 9396	30822	17120	 2243	50316	22904	18336	37385	 9664	53957	24256	56043	34450	58924	36874	30654	36413	42209	26168	42381	11101	45175	  841	 2952	46920	27592	41677	46619	58030	17234	55520	29285	 9156	 2677	46598	56996	35120	 8871	  172	39860	41661	49803	47326	 6473	25377	59287	19240	25232	 2288	35710	22037	16223	13596	29399	19072	25028	51926	29480	28405	33181	28201	39600	16563	20033	23826	51007	28643	44191	59744	48770	58811	19267	 5420	20081	27698	 2182	 6476	 4989	36098	56329	27492	37650	36172	17553	 4871	22816	46213	 8943	57371	41712	36508	31434	13745	21756	51034	50758	46656	18555	37243	19598	30924	49033	42768	31247	56130	18416	23466	55716	18151	19456	42845	37429	45296	39197	10904	32871	43382	23744	46027	 2641	 8274	20683	25283	48424	 6378	 8772	52276	42835	28016	45979	44664	55957	 3920	 6039	58835	 8093	14880	  882	12919	34108	16526	22529	35486	18895	19515	23790	42625	21016	51600	22448	15431	23042	16807	17176	38007	19471	32381	48531	19629	16731	26483	35758	 2536	 4872	 1612	53596	49292	 7410	 5783	26406	52476	38190	28728	42383	59986	50423	13740	56863	16283	24269	26316	21723	54221	 4257	  309	 3320	44430	56787	54912	51648	15533	14330	16513	 1261	 7027	13535	12120	42148	23553	24895	17603	 9962	56629	55197	48777	 4046	 4515	 8693	41667	56355	
 16		27277	55575	47633	17645	24102	 9596	 5868	41048	58665	16215	29116	50000	26925	59589	53916	13120	40823	51047	47142	47254	 5715	28853	23982	27378	44847	51217	18147	49207	31735	46077	 1985	35724	47775	18320	36677	13346	58611	11178	24398	32660	10093	49552	23619	51220	 7275	46522	 7099	54220	59559	 2178	19479	40361	28840	19435	24996	37483	20640	45959	56902	 3221	14565	50195	54112	56225	33802	29335	26214	 1571	49486	48661	47019	49088	14400	 3799	 9271	21598	 7420	57653	12819	54748	50608	22768	19376	24975	 4957	22235	30284	56891	 1839	11341	11744	38592	59374	31451	52605	42755	57484	30293	29895	41737	43371	50770	 3480	50560	33912	 2999	20464	 6140	42425	11169	23228	19985	22058	37287	10132	48567	14771	34413	21994	48229	56001	 4328	50207	17701	35381	20204	46304	17179	52119	23214	41707	18074	47220	46415	17278	46784	36654	49846	22818	11106	38405	47521	38803	56525	23115	31729	34850	  364	24210	 5948	55846	43588	 9679	39701	10861	39374	 4129	51146	31445	50473	54646	48636	52536	23028	59835	34372	25144	 4083	 5766	57646	22726	48326	42928	39889	25252	 9320	24747	15618	54143	58021	42898	53059	25372	36987	27512	34277	 2070	45262	12472	45593	32076	26941	49143	50998	  951	11835	16709	56362	  190	30156	22907	59597	 5077	23435	13337	26967	17048	23111	36360	 4703	31916	55261	  928	50350	  494	14948	51026	 7796	43795	 5479	10885	26656	17940	59703	
 17		39814	 1323	29698	55433	 1973	 5046	23938	 3238	19680	 4613	42745	19320	47051	33416	27351	47421	 8195	37816	27181	 2749	25915	15654	 8344	59759	 2468	51351	30398	 5994	43769	27858	 8736	31663	 7537	 7361	14699	29644	24147	31936	  712	13471	 5689	 2491	16098	30760	 1344	 5993	54057	21714	13092	 3498	45263	56651	57678	44733	39805	25538	54389	30401	17685	36902	 7384	47491	15439	36821	 4826	40458	11769	58497	39484	12565	 9944	35944	48140	 1937	39271	 9858	47126	28444	20934	20044	10945	58661	18734	35495	  677	 1862	 8475	26193	14641	39603	43255	55064	57619	52876	25802	15809	 1786	13193	19498	45569	57806	23878	13076	42856	 3850	43353	14704	57549	44825	33265	19747	41986	18731	50908	16873	  225	 5348	14514	50751	36745	 3779	57634	17600	 2001	52075	14738	19286	15232	 7990	29813	46186	16941	31950	16614	 5316	47108	50899	41735	33650	45528	 9657	12866	52112	51169	40450	45227	27812	58377	 9752	10292	51094	52292	 9740	25009	51389	24205	26571	49293	 2537	  582	32390	58760	34546	 5545	39894	21483	15965	 5156	14003	 8252	46403	11570	22019	41347	33347	27907	39808	55773	38313	 5524	52151	42597	 8369	47538	 8986	 2372	 8667	11024	27834	16332	32431	35689	49538	48046	44766	56813	33206	11249	33759	36655	38451	10261	29576	43572	53787	   61	23855	 9865	23006	29277	14087	11979	14231	 6057	45546	30499	14959	29138	54013	52798	21757	40430	34119	 8368	
 18		45998	 1989	 1999	35053	39188	26550	40076	59562	58106	10208	53453	21493	49633	28707	30800	16231	59646	53377	19644	55353	34844	47925	41933	45442	16991	40499	23866	44708	57546	36887	36535	50907	37251	 7016	38617	 6210	36678	43152	51113	38976	17209	47508	21185	56989	27396	13497	  140	38756	41518	36145	12185	38026	36636	17280	49392	32497	30290	22903	46882	19617	18126	 1375	 2033	12627	36119	24684	  639	46316	49802	 9784	17232	 9558	45641	56689	17624	30266	55613	 4325	44248	28735	12936	12573	53667	31427	58606	24473	13219	17634	 4947	22995	10406	57157	58572	15849	25447	42247	 6808	38338	46608	 1613	35272	37224	 6936	12347	13631	51473	35699	43920	40528	23572	49604	 1114	 2025	26384	39768	38331	48352	14749	39746	22851	 8266	23706	 5759	31173	46130	47036	39607	12807	26004	22295	52544	  651	20623	17837	 3959	11995	56263	14865	35761	28568	35128	57390	 2579	15956	 8724	13855	53676	56892	55422	44944	33144	59824	37212	 1399	20552	 8615	58112	49186	39175	21369	43532	52598	22625	38856	45688	 7266	 9799	30257	 1357	55109	37202	37546	11731	31296	38201	28785	24667	53819	20539	57565	42206	 6426	58858	32802	54472	13675	 4882	32305	20885	45030	25355	 7454	26954	20004	 5680	38720	16675	18379	36264	57531	29158	35640	12551	24448	 9094	31814	18425	10286	56739	18508	35618	 1970	 8537	28297	59314	33534	17816	 6008	12731	21872	 9874	42458	52949	40117	
 19		20987	27509	32265	51690	25542	27315	54635	34750	25644	14134	39989	57562	30525	54891	 9883	14255	 2582	10144	14889	  871	57584	32027	58374	43019	53693	10247	37122	 6812	52166	 3055	 3019	29260	35910	10670	19296	 4913	21211	55721	50671	40529	29510	49158	24052	 3082	37042	35447	20477	18211	30743	27096	33250	24615	51167	35085	26784	 7453	53043	49364	32035	33443	50197	45711	45526	51440	48589	57710	47396	29653	57099	44808	41978	  844	33185	42847	18047	59785	18221	 4991	 6843	23082	53151	 5171	22182	46084	14616	31494	52328	17013	39337	10436	48044	23008	31071	34019	22328	28820	15183	48020	15040	12527	31322	23802	48018	52974	19895	33984	47861	51914	54259	49518	 8555	52947	22257	18354	 5068	17304	30849	13830	24494	34075	23174	49266	 3209	25969	45993	46478	35987	49464	40455	25083	12152	24901	38223	34582	13986	 4902	 2996	 5832	 4015	59204	45866	 4530	20415	17063	55047	29695	 3250	 9391	50544	41414	  749	22892	43638	58964	41507	31980	36070	28112	38971	32967	 9947	25291	49548	36783	42242	18947	37188	18357	29069	57320	22960	  188	53123	 3349	45137	 9662	19649	24080	18402	19529	 4491	15566	19202	 9349	 4192	56507	55255	45573	42521	27815	 7367	11449	19510	38777	10244	53717	 1322	58535	 6337	20354	52781	13708	37334	12826	 2162	55887	27191	 7736	54452	23655	37436	51342	36475	16307	14540	59933	47204	19881	47519	18188	 7936	42981	13349	19407	
 20		12568	45369	30098	56090	47896	23316	18952	19455	 6654	42708	23130	33809	56354	45437	24370	39138	52519	39556	21588	47845	18303	49057	56706	11030	38869	57374	46560	27298	27777	25593	13727	57536	11001	15906	48659	 8360	12198	13013	26452	 7446	28412	12229	22413	29461	41001	25401	36904	33262	43943	26814	51405	52527	41301	58595	49281	32284	14609	50112	45236	41206	44193	39615	 6885	  795	47776	59050	23017	52882	 2618	27365	 2207	19798	24732	 2409	34743	41053	51776	10738	39230	52758	17045	16676	17359	25852	55185	39902	27789	18102	23090	36954	41074	34131	41294	42879	33658	58993	 5138	41722	13403	50250	22837	39852	 3784	33440	52136	36122	48537	38122	 1151	48633	31907	 3878	11421	47719	14296	46611	 4746	21580	17794	38290	 2074	48218	29830	 8386	31396	28892	42479	14440	35701	 8534	45319	 9624	47078	30681	33500	47613	20259	43767	 7872	52204	59565	53068	12415	49925	42520	17949	56243	 8357	25213	 4950	55679	43299	 5518	44706	50144	59518	 3569	 8139	 9756	42183	23846	 7257	20134	56495	49549	27154	10983	11889	 7590	 2257	49585	19272	44910	32663	55831	36651	56961	43403	34997	16905	48139	31668	10552	24027	13052	27637	17158	   34	34577	 4228	 3379	54262	38967	51444	41010	42303	50621	 2359	57529	32506	39928	59907	35376	10440	46955	29543	50978	14939	37388	17283	50440	12669	22608	24488	36423	53429	 8489	10641	48060	59995	38812	58096	 6122	12357	
 21		57471	48197	56922	52775	49310	37238	14735	 8292	45699	24167	17537	44567	53767	25253	56503	47223	19768	10354	39993	22043	40341	26582	31498	44826	49338	21228	19637	35438	44950	25465	56224	16520	50989	41868	12571	56577	58807	52052	57486	15772	43057	59581	27792	32575	58846	10612	26633	12080	44882	49323	27886	16411	57752	 6872	27623	 5321	48996	54522	47350	11177	17221	16697	20190	41826	52091	10684	21508	14907	30899	34605	15382	32375	52652	30905	 1619	15456	34445	28585	15818	55741	34867	42645	 4923	 8931	30132	17152	11749	26013	 2397	48747	53442	50182	 7066	36515	50949	 6441	 4904	40714	36084	33251	38930	15785	 6773	 9065	14799	 8175	20598	59385	10591	32626	 1524	53749	 5627	17414	  874	53361	40061	56226	49111	 7221	59994	24803	38098	23356	28364	32964	44936	42327	 1735	44876	15419	15427	33458	34884	54710	59123	33549	25420	 5541	37690	55190	28470	51149	54542	38932	23532	58279	18192	18693	17494	38601	13072	27925	28604	56735	58341	 6940	35091	31613	42341	13954	14707	25658	49559	 7859	22053	10155	 2696	35962	46764	42642	11853	 3119	 1164	26698	20382	56878	14170	38417	 3079	53477	45676	33713	41859	43594	 1036	57244	25986	 1550	44057	44206	33307	31837	33161	 6028	31751	 8988	50689	 5440	47259	 7904	29678	 6855	36047	11557	51104	41753	19015	29612	 5088	24871	52728	 8226	33346	36947	 9130	23491	 8673	33869	57457	55745	 9359	52543	29440	
 22		26364	37410	14895	  779	45039	36297	 2675	46074	31769	57610	 3774	46467	49588	 3261	24467	   72	 4838	 1159	58653	25228	12803	19241	45927	30600	40579	50761	31902	 1014	10966	11461	29014	28262	30315	52771	55818	 9725	38494	36073	52192	25422	 2449	10372	37655	14047	 9447	14913	35510	39469	24376	57717	 4452	54406	34154	23458	 8907	46961	51218	13359	20626	31647	49569	54383	25781	 2393	15507	47713	13343	35843	51420	 5455	10438	23740	  154	 4549	17051	23927	25487	15811	28863	34665	 3876	23138	14823	25836	 9465	 7298	31203	37958	 8773	28114	 9049	 2822	23320	41822	36989	15250	50014	58792	42547	51854	44067	39096	39908	42075	 7155	11489	40328	47409	 7753	 1878	22813	 5980	12690	  923	 5713	43644	13017	30598	18810	34479	26650	 7576	  694	19533	27689	56841	 3389	35208	  965	13054	51414	13021	 3312	  337	53450	14315	59707	36472	31509	 2432	49546	30037	54525	36582	39408	37107	 6777	44053	56285	55444	24661	12433	21486	30870	50448	28416	 7225	14529	48216	30875	33842	52610	12481	10327	40078	42338	 1838	33684	49876	38477	55084	50732	36239	25393	45503	23453	41237	14282	54098	58907	23262	22068	36531	17771	 8576	29309	57029	48620	  191	28500	 9873	36375	40556	39160	    4	57069	39014	 7386	51455	38583	26977	48256	13739	34699	18893	12281	 3768	50655	 5794	58790	 3042	42771	21048	50650	59276	32388	55000	21094	 7587	55174	 3374	13997	53802	38014	
 23		25367	26082	10351	58238	43627	48353	 5269	46781	37129	31648	32437	57149	11659	49012	24487	 8127	21012	55405	 6053	14207	32481	38656	36473	 6167	11464	34994	10087	 6390	55018	27510	24366	36039	 5375	39537	41426	29712	17298	37155	14488	57999	10535	16448	38780	41749	33343	33918	 3328	26710	10574	29361	34169	40622	 2842	 6690	20311	11830	49046	 9670	10033	  155	15462	11827	 4033	39691	13845	14203	22682	42158	18034	35348	 5656	 1969	33579	 1731	33674	12753	24169	35315	22852	15283	31123	28711	19372	 5786	37239	42316	 8154	37177	42465	47951	 8804	47239	40598	39048	52636	19160	26906	31579	28393	40582	45964	 5706	43495	51750	30026	37170	53658	 3994	 3463	34720	30576	16034	 1599	32031	26298	32329	49421	22549	27608	35119	29982	20455	39145	 9667	40768	 3719	45838	47648	41959	48551	49206	38436	31410	43418	55792	 7117	 9255	15292	42833	38830	31577	12867	30781	49267	52090	21226	15119	26220	21898	39667	 2745	 9298	44898	22232	38247	28914	54827	28675	44879	13014	13619	12628	50812	53881	 5681	27575	35837	15222	47813	56829	53114	28514	29228	 2494	59810	44604	22432	10693	25239	14600	16894	27743	23396	39929	 5776	41797	 2079	56301	 6819	17790	27892	28705	33160	55807	35636	49108	23682	40297	44822	58462	 2107	55672	31012	36228	20122	15834	32309	33284	16209	43980	53634	 2648	22142	18972	 3755	42953	55492	  351	23457	32465	23895	25574	 9759	43164	
 24		20349	 6225	27180	42403	11932	 8259	56859	32648	19207	53446	52931	42900	31944	10454	  920	48524	42538	46158	17696	17516	28975	23928	14466	24947	45008	27881	41292	50053	36466	25292	36176	43880	 4080	22202	19107	11533	  773	44446	14567	 7418	13942	 3929	 3239	26106	17804	20943	45078	42065	36248	 5965	26037	54952	30965	37796	57311	47959	10725	23815	 6861	 9407	 1338	45781	13217	27074	 9244	12958	14843	13393	58945	23639	33877	10467	 6536	32304	32696	52878	26117	10465	13693	36770	52998	  422	35611	51857	 9401	10683	19775	34064	58351	 4360	27199	41791	34266	59082	49297	31240	35133	36276	10447	57312	47768	58605	27002	54513	50930	12749	34394	57934	43031	24499	48807	37434	38545	17094	25840	32077	15070	14137	 9887	24814	43195	36362	56125	21802	12502	21955	37945	  169	52661	13435	53548	34207	47123	18018	43855	57904	36594	 2370	24047	38374	25163	 6392	18297	 1943	 7597	55228	51835	24006	21592	16895	59790	47373	50389	16024	49234	48471	48727	  948	58192	47345	49238	13608	11510	23773	 5045	14962	19958	28945	19425	56036	12269	 9708	 8214	51038	20717	 6591	30184	44810	11301	51570	35782	 1419	 2820	46482	59926	15000	51296	30373	27264	 9992	45512	56579	14144	 1426	10697	18161	18998	29965	37911	59293	23399	45179	 8462	42823	10820	48611	23101	  128	25088	52190	53719	49956	41644	41923	21624	28033	30709	11501	28446	 9301	57323	 2500	52408	 7779	
 25		54543	14190	 9489	 8918	25716	24220	12927	 5579	29515	42203	19081	16405	22743	43075	39170	36274	46779	10291	40795	 1744	39467	59714	34814	  313	24191	30998	25473	15828	36775	17299	 1303	29391	39379	20013	26563	33302	18922	38786	34749	26628	51731	16704	28384	12677	54410	 8837	54442	19436	55573	44503	 8908	29471	59925	 2462	44198	45654	34571	28554	51095	 8869	21257	29677	11940	24132	25524	25719	27309	57335	45942	11712	52976	34091	20576	 7426	54307	45061	36667	 6907	37819	22582	19039	19854	44345	 5124	47740	43500	28462	 5289	46485	38950	20267	58539	54925	 9613	17468	37899	23420	 8113	32140	15864	50012	33336	49190	12354	 7899	32651	16373	17380	35450	37659	40898	45847	59384	28217	30648	 9616	10475	19214	38150	34333	56893	27077	35694	 4342	 8783	27270	15164	41550	58410	44097	32577	44000	54205	40032	50376	34029	19280	23799	39741	 3700	10777	49787	40842	38929	48313	15291	 8725	56032	39702	35037	25337	32434	48823	57315	21291	59502	48512	 8803	27457	30676	22874	 6588	55059	  307	29159	56843	12405	29323	45806	 2036	 1685	40878	 7274	 7663	52382	 5287	 2119	14748	 5424	57420	25813	40647	 9499	30768	21627	42345	16728	36194	26648	12285	20513	29760	29407	30809	38896	37451	 4082	 3702	54182	 3028	 9438	54716	35014	56762	 3460	  118	46495	44622	36212	39413	55850	22580	55463	18269	31207	10342	53507	33473	49490	 2689	39221	34022	49517	 1376	
 26		 6243	40186	32690	35902	15939	19009	36189	45468	28141	20466	21258	19213	38086	17376	 8759	 5013	50994	42241	 4630	 8652	50982	49377	16287	32874	56127	  531	48918	30892	13925	20883	   35	54066	44209	57767	29494	44511	47333	 2659	25995	59811	 6733	26716	36774	27757	 6684	40944	22266	32160	46163	54506	17074	31481	50902	55832	55826	54760	21075	27220	12667	20156	10366	 5823	32491	58995	13436	 6873	10902	56357	59902	32991	17460	16994	 5716	 8624	59461	44722	40249	43446	 4028	45207	21792	31809	46518	31237	43079	11158	52755	46460	20146	34972	20925	27602	35036	29298	 9877	54631	 9765	17305	26187	22140	 3365	39493	53423	21811	24461	38951	 5589	50223	41108	13509	45467	 7085	 1723	45684	11814	52988	 6150	 2347	51392	26010	 9514	57846	55530	40411	 4679	13688	47562	16801	17902	39263	20329	13698	 6133	 8976	57968	29737	17275	12246	51588	10054	54448	38366	12858	 5295	29862	51753	42113	20773	 2110	16967	 4218	18004	38668	39957	24390	44412	38274	21387	47620	 9743	10359	28391	19792	29210	35038	21269	38739	46210	55990	13546	53623	22572	48227	35498	51539	24616	54439	26645	15641	 1783	58955	44349	45228	 3627	34596	11206	18120	58048	40548	26769	 5464	47069	31157	16883	30507	34792	20760	 6500	19633	42777	48193	28028	 5096	10362	12192	47746	59037	 6199	46704	28418	50661	36879	32300	27089	15803	 6019	57661	54841	50322	47872	 6807	57683	24082	53138	
 27		10463	25823	36528	59447	10813	25149	26516	38867	18591	39052	 8929	58332	 6267	25788	 1740	58509	34767	48672	27880	34543	16143	58082	 5548	25698	39458	31662	45692	59301	 3832	19741	 1538	59983	28831	14743	17007	32803	18100	26448	38042	 5191	57955	45306	49450	44955	40968	17330	58851	37332	20567	21320	33486	43566	56647	18726	55136	23562	18266	44173	  167	25449	14890	35775	16726	43720	55525	17671	22024	18595	28478	54755	26245	38315	32786	28529	21838	33622	11714	24569	53178	56386	42973	18152	34849	25037	43473	59469	  474	40371	12314	 7343	33019	58437	51283	  244	49093	58850	38520	19513	50742	25682	15067	51390	40665	30656	37333	28657	13894	 8022	41776	26505	36161	13451	30064	50129	 2872	50813	42495	21622	10565	19434	11737	14083	27446	52028	 8723	53887	55357	33485	11143	 9080	38288	18986	11683	45775	    8	24854	 4982	 4519	32858	33666	 8009	  894	24669	49654	56477	30300	54563	42151	35502	14435	37558	25412	58125	42010	 5054	11304	29373	46000	33819	46260	34475	50558	43045	54021	16609	11879	 1537	27864	25731	44313	 9549	 1117	48598	42563	20795	11379	16725	 5143	54446	22835	53016	17382	54194	 8131	53867	17089	17457	32900	41532	47764	23139	54489	11567	43159	18723	52885	27094	40318	38514	58552	26166	31643	15891	53438	52602	14491	16993	36016	17350	 1567	37916	44076	47026	49910	34088	41187	35141	11880	47574	30419	22689	41118	46362	13962	
